question,difficulty,topics,link,frequency,acceptance
Longest Common Prefix,EASY,"String, Trie",https://leetcode.com/problems/longest-common-prefix,47.7,0.4548305774598658
Ways to Make a Fair Array,MEDIUM,"Array, Prefix Sum",https://leetcode.com/problems/ways-to-make-a-fair-array,47.7,0.644989189340971
Find Peak Element,MEDIUM,"Array, Binary Search",https://leetcode.com/problems/find-peak-element,47.7,0.4650922757988214
Implement Trie (Prefix Tree),MEDIUM,"Hash Table, String, Design, Trie",https://leetcode.com/problems/implement-trie-prefix-tree,47.7,0.6793476261333812
Double a Number Represented as a Linked List,MEDIUM,"Linked List, Math, Stack",https://leetcode.com/problems/double-a-number-represented-as-a-linked-list,47.7,0.6123579966413119
Minimum Add to Make Parentheses Valid,MEDIUM,"String, Stack, Greedy",https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,47.7,0.746908249713867
Maximum Sum of Distinct Subarrays With Length K,MEDIUM,"Array, Hash Table, Sliding Window",https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k,47.7,0.4263309346710954
Max Points on a Line,HARD,"Array, Hash Table, Math, Geometry",https://leetcode.com/problems/max-points-on-a-line,47.7,0.2895514653845652
Reverse Linked List,EASY,"Linked List, Recursion",https://leetcode.com/problems/reverse-linked-list,47.7,0.7920654429390916
Convert Binary Search Tree to Sorted Doubly Linked List,MEDIUM,"Linked List, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree, Doubly-Linked List",https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list,47.7,0.6548390834404639
Majority Element,EASY,"Array, Hash Table, Divide and Conquer, Sorting, Counting",https://leetcode.com/problems/majority-element,47.7,0.6574028018936169
Serialize and Deserialize Binary Tree,HARD,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",https://leetcode.com/problems/serialize-and-deserialize-binary-tree,47.7,0.5896946953630543
Minimum Size Subarray Sum,MEDIUM,"Array, Binary Search, Sliding Window, Prefix Sum",https://leetcode.com/problems/minimum-size-subarray-sum,47.7,0.4939103221302616
Merge Sorted Array,EASY,"Array, Two Pointers, Sorting",https://leetcode.com/problems/merge-sorted-array,47.7,0.5291952521829845
Reverse Integer,MEDIUM,Math,https://leetcode.com/problems/reverse-integer,47.7,0.3030892269554824
Course Schedule II,MEDIUM,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",https://leetcode.com/problems/course-schedule-ii,47.7,0.5342350291611208
Keys and Rooms,MEDIUM,"Depth-First Search, Breadth-First Search, Graph",https://leetcode.com/problems/keys-and-rooms,47.7,0.746768393120343
Minimum Knight Moves,MEDIUM,Breadth-First Search,https://leetcode.com/problems/minimum-knight-moves,47.7,0.4132915677780459
Find Pivot Index,EASY,"Array, Prefix Sum",https://leetcode.com/problems/find-pivot-index,47.7,0.6057028214719556
Design HashMap,EASY,"Array, Hash Table, Linked List, Design, Hash Function",https://leetcode.com/problems/design-hashmap,47.7,0.6589390156242249
Counting Bits,EASY,"Dynamic Programming, Bit Manipulation",https://leetcode.com/problems/counting-bits,47.7,0.7972033009877719
Best Time to Buy and Sell Stock IV,HARD,"Array, Dynamic Programming",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,47.7,0.4708615439104682
House Robber,MEDIUM,"Array, Dynamic Programming",https://leetcode.com/problems/house-robber,47.7,0.5230498335398295
Find The Original Array of Prefix Xor,MEDIUM,"Array, Bit Manipulation",https://leetcode.com/problems/find-the-original-array-of-prefix-xor,47.7,0.8810500495257456
Intersection of Two Arrays,EASY,"Array, Hash Table, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/intersection-of-two-arrays,47.7,0.7647430672399825
Shuffle an Array,MEDIUM,"Array, Math, Design, Randomized",https://leetcode.com/problems/shuffle-an-array,47.7,0.5904289804092742
Verify Preorder Sequence in Binary Search Tree,MEDIUM,"Array, Stack, Tree, Binary Search Tree, Recursion, Monotonic Stack, Binary Tree",https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,47.7,0.5131875685225266
Linked List Random Node,MEDIUM,"Linked List, Math, Reservoir Sampling, Randomized",https://leetcode.com/problems/linked-list-random-node,47.7,0.6397015025747445
Set Matrix Zeroes,MEDIUM,"Array, Hash Table, Matrix",https://leetcode.com/problems/set-matrix-zeroes,47.7,0.6070884864800216
Remove Duplicates from Sorted List,EASY,Linked List,https://leetcode.com/problems/remove-duplicates-from-sorted-list,38.4,0.5487084146151159
Coin Change,MEDIUM,"Array, Dynamic Programming, Breadth-First Search",https://leetcode.com/problems/coin-change,38.4,0.4649545396006711
Course Schedule,MEDIUM,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",https://leetcode.com/problems/course-schedule,38.4,0.492342767405502
Print in Order,EASY,Concurrency,https://leetcode.com/problems/print-in-order,38.4,0.7158816436054449
Range Sum Query 2D - Immutable,MEDIUM,"Array, Design, Matrix, Prefix Sum",https://leetcode.com/problems/range-sum-query-2d-immutable,38.4,0.5652765632997782
Fizz Buzz,EASY,"Math, String, Simulation",https://leetcode.com/problems/fizz-buzz,38.4,0.7437056010578238
Meeting Rooms II,MEDIUM,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum",https://leetcode.com/problems/meeting-rooms-ii,38.4,0.5214162081616772
Delete Node in a Linked List,MEDIUM,Linked List,https://leetcode.com/problems/delete-node-in-a-linked-list,38.4,0.8231559199073729
Validate IP Address,MEDIUM,String,https://leetcode.com/problems/validate-ip-address,38.4,0.2781752462045336
Greatest Common Divisor of Strings,EASY,"Math, String",https://leetcode.com/problems/greatest-common-divisor-of-strings,38.4,0.5272393278503121
Robot Bounded In Circle,MEDIUM,"Math, String, Simulation",https://leetcode.com/problems/robot-bounded-in-circle,38.4,0.5622965278408281
Valid Sudoku,MEDIUM,"Array, Hash Table, Matrix",https://leetcode.com/problems/valid-sudoku,38.4,0.6227675793740958
Longest Increasing Path in a Matrix,HARD,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization, Matrix",https://leetcode.com/problems/longest-increasing-path-in-a-matrix,38.4,0.5534762586302827
