question,difficulty,topics,link,frequency,acceptance
Last Stone Weight,EASY,"Array, Heap (Priority Queue)",https://leetcode.com/problems/last-stone-weight,53.0,0.6592869343167317
Top K Frequent Elements,MEDIUM,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect",https://leetcode.com/problems/top-k-frequent-elements,53.0,0.6456595513884866
Minimum Increment to Make Array Unique,MEDIUM,"Array, Greedy, Sorting, Counting",https://leetcode.com/problems/minimum-increment-to-make-array-unique,46.7,0.603327781549441
Maximum Subarray,MEDIUM,"Array, Divide and Conquer, Dynamic Programming",https://leetcode.com/problems/maximum-subarray,46.7,0.5209977597071156
Median of Two Sorted Arrays,HARD,"Array, Binary Search, Divide and Conquer",https://leetcode.com/problems/median-of-two-sorted-arrays,46.7,0.4381459789553303
Kth Largest Element in an Array,MEDIUM,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect",https://leetcode.com/problems/kth-largest-element-in-an-array,46.7,0.6797698507530842
Rotate Image,MEDIUM,"Array, Math, Matrix",https://leetcode.com/problems/rotate-image,46.7,0.7790165261990751
Koko Eating Bananas,MEDIUM,"Array, Binary Search",https://leetcode.com/problems/koko-eating-bananas,46.7,0.4906730142738797
Palindromic Substrings,MEDIUM,"Two Pointers, String, Dynamic Programming",https://leetcode.com/problems/palindromic-substrings,46.7,0.7167859571435372
Jump Game,MEDIUM,"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/jump-game,46.7,0.3947921593161437
Text Justification,HARD,"Array, String, Simulation",https://leetcode.com/problems/text-justification,46.7,0.4814993566410409
Minimum Number of Swaps to Make the String Balanced,MEDIUM,"Two Pointers, String, Stack, Greedy",https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-string-balanced,46.7,0.7796926022806927
3Sum Smaller,MEDIUM,"Array, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/3sum-smaller,46.7,0.5098856904205789
Count and Say,MEDIUM,String,https://leetcode.com/problems/count-and-say,46.7,0.6050656775612677
Subarray Product Less Than K,MEDIUM,"Array, Binary Search, Sliding Window, Prefix Sum",https://leetcode.com/problems/subarray-product-less-than-k,46.7,0.5285345535980827
Reverse Linked List,EASY,"Linked List, Recursion",https://leetcode.com/problems/reverse-linked-list,46.7,0.7920655049010822
Happy Number,EASY,"Hash Table, Math, Two Pointers",https://leetcode.com/problems/happy-number,46.7,0.5807264413215366
Find First and Last Position of Element in Sorted Array,MEDIUM,"Array, Binary Search",https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,46.7,0.468287686874522
Search in Rotated Sorted Array,MEDIUM,"Array, Binary Search",https://leetcode.com/problems/search-in-rotated-sorted-array,46.7,0.4283721632586699
Degree of an Array,EASY,"Array, Hash Table",https://leetcode.com/problems/degree-of-an-array,46.7,0.5742057825337067
Valid Sudoku,MEDIUM,"Array, Hash Table, Matrix",https://leetcode.com/problems/valid-sudoku,46.7,0.6227676961475801
