question,difficulty,topics,link,frequency,acceptance
Number of Divisible Substrings,MEDIUM,"Hash Table, String, Counting, Prefix Sum",https://leetcode.com/problems/number-of-divisible-substrings,100.0,0.734086999262718
Design a 3D Binary Matrix with Efficient Layer Tracking,MEDIUM,"Array, Hash Table, Design, Heap (Priority Queue), Matrix, Ordered Set",https://leetcode.com/problems/design-a-3d-binary-matrix-with-efficient-layer-tracking,100.0,0.6643356643356644
Backspace String Compare,EASY,"Two Pointers, String, Stack, Simulation",https://leetcode.com/problems/backspace-string-compare,63.4,0.4948180427260363
Second Highest Salary,MEDIUM,Database,https://leetcode.com/problems/second-highest-salary,63.4,0.4386530976858341
Build Array Where You Can Find The Maximum Exactly K Comparisons,HARD,"Dynamic Programming, Prefix Sum",https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons,63.4,0.6675739518425989
Generate Parentheses,MEDIUM,"String, Dynamic Programming, Backtracking",https://leetcode.com/problems/generate-parentheses,63.4,0.7713296329116214
Rotate String,EASY,"String, String Matching",https://leetcode.com/problems/rotate-string,63.4,0.6393965020022866
