question,difficulty,topics,link,frequency,acceptance
Permutations II,MEDIUM,"Array, Backtracking, Sorting",https://leetcode.com/problems/permutations-ii,47.6,0.615917727605333
Find All Possible Recipes from Given Supplies,MEDIUM,"Array, Hash Table, String, Graph, Topological Sort",https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,47.6,0.5646091593277981
Reverse Words in a String,MEDIUM,"Two Pointers, String",https://leetcode.com/problems/reverse-words-in-a-string,44.2,0.5191327244735617
Maximum Product Subarray,MEDIUM,"Array, Dynamic Programming",https://leetcode.com/problems/maximum-product-subarray,44.2,0.3494162954383182
Binary Tree Level Order Traversal,MEDIUM,"Tree, Breadth-First Search, Binary Tree",https://leetcode.com/problems/binary-tree-level-order-traversal,44.2,0.7059658947038693
Find Minimum in Rotated Sorted Array,MEDIUM,"Array, Binary Search",https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,44.2,0.5264825291581084
Reverse Linked List II,MEDIUM,Linked List,https://leetcode.com/problems/reverse-linked-list-ii,44.2,0.49591736647057
Longest Substring with At Most Two Distinct Characters,MEDIUM,"Hash Table, String, Sliding Window",https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters,44.2,0.5647336891491908
Compare Version Numbers,MEDIUM,"Two Pointers, String",https://leetcode.com/problems/compare-version-numbers,44.2,0.4234711977763999
Step-By-Step Directions From a Binary Tree Node to Another,MEDIUM,"String, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another,44.2,0.5630838477366256
Longest Valid Parentheses,HARD,"String, Dynamic Programming, Stack",https://leetcode.com/problems/longest-valid-parentheses,44.2,0.3631311456770452
Add Two Numbers,MEDIUM,"Linked List, Math, Recursion",https://leetcode.com/problems/add-two-numbers,44.2,0.4622507658063209
Climbing Stairs,EASY,"Math, Dynamic Programming, Memoization",https://leetcode.com/problems/climbing-stairs,44.2,0.5354071840932856
Intersection of Two Linked Lists,EASY,"Hash Table, Linked List, Two Pointers",https://leetcode.com/problems/intersection-of-two-linked-lists,40.2,0.6112533936845744
Missing Ranges,EASY,Array,https://leetcode.com/problems/missing-ranges,40.2,0.3526494595509856
Multiply Strings,MEDIUM,"Math, String, Simulation",https://leetcode.com/problems/multiply-strings,40.2,0.4228941429852704
Jump Game II,MEDIUM,"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/jump-game-ii,40.2,0.4150330248226039
Fraction to Recurring Decimal,MEDIUM,"Hash Table, Math, String",https://leetcode.com/problems/fraction-to-recurring-decimal,40.2,0.2622353839768554
Distinct Subsequences,HARD,"String, Dynamic Programming",https://leetcode.com/problems/distinct-subsequences,40.2,0.500998941013352
Merge Two Sorted Lists,EASY,"Linked List, Recursion",https://leetcode.com/problems/merge-two-sorted-lists,40.2,0.6684090913680062
Simplify Path,MEDIUM,"String, Stack",https://leetcode.com/problems/simplify-path,35.4,0.4785432317744196
Find Target Indices After Sorting Array,EASY,"Array, Binary Search, Sorting",https://leetcode.com/problems/find-target-indices-after-sorting-array,35.4,0.7728798563584792
"Pow(x, n)",MEDIUM,"Math, Recursion",https://leetcode.com/problems/powx-n,35.4,0.3702318641045828
Best Time to Buy and Sell Stock III,HARD,"Array, Dynamic Programming",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,35.4,0.5112087693447603
Word Ladder II,HARD,"Hash Table, String, Backtracking, Breadth-First Search",https://leetcode.com/problems/word-ladder-ii,35.4,0.2715262860113065
Valid Palindrome,EASY,"Two Pointers, String",https://leetcode.com/problems/valid-palindrome,35.4,0.5096357226652383
Spiral Matrix II,MEDIUM,"Array, Matrix, Simulation",https://leetcode.com/problems/spiral-matrix-ii,35.4,0.734312719680276
Remove Duplicates from Sorted Array II,MEDIUM,"Array, Two Pointers",https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,35.4,0.6290185479131098
Path Sum II,MEDIUM,"Backtracking, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/path-sum-ii,35.4,0.6049772910946117
Binary Tree Zigzag Level Order Traversal,MEDIUM,"Tree, Breadth-First Search, Binary Tree",https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,35.4,0.6168283891746636
Insert Interval,MEDIUM,Array,https://leetcode.com/problems/insert-interval,35.4,0.4347362871417847
4Sum,MEDIUM,"Array, Two Pointers, Sorting",https://leetcode.com/problems/4sum,29.3,0.3821902011379304
Linked List Cycle II,MEDIUM,"Hash Table, Linked List, Two Pointers",https://leetcode.com/problems/linked-list-cycle-ii,29.3,0.549336741044386
Plus One,EASY,"Array, Math",https://leetcode.com/problems/plus-one,29.3,0.4754762109513449
Swap Nodes in Pairs,MEDIUM,"Linked List, Recursion",https://leetcode.com/problems/swap-nodes-in-pairs,29.3,0.6720136828647639
Path Sum,EASY,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/path-sum,29.3,0.5300477871490744
Maximal Rectangle,HARD,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack",https://leetcode.com/problems/maximal-rectangle,29.3,0.5370845822665518
Valid Sudoku,MEDIUM,"Array, Hash Table, Matrix",https://leetcode.com/problems/valid-sudoku,29.3,0.6227675793740958
Interleaving String,MEDIUM,"String, Dynamic Programming",https://leetcode.com/problems/interleaving-string,21.2,0.4217918033968859
Clone Graph,MEDIUM,"Hash Table, Depth-First Search, Breadth-First Search, Graph",https://leetcode.com/problems/clone-graph,21.2,0.623857131048197
Recover Binary Search Tree,MEDIUM,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",https://leetcode.com/problems/recover-binary-search-tree,21.2,0.5632431226781013
Subsets II,MEDIUM,"Array, Backtracking, Bit Manipulation",https://leetcode.com/problems/subsets-ii,21.2,0.595072748658621
Valid Number,HARD,String,https://leetcode.com/problems/valid-number,21.2,0.2156351250311539
Unique Paths,MEDIUM,"Math, Dynamic Programming, Combinatorics",https://leetcode.com/problems/unique-paths,21.2,0.6577286392782602
Divide Two Integers,MEDIUM,"Math, Bit Manipulation",https://leetcode.com/problems/divide-two-integers,21.2,0.1839697508503305
First Missing Positive,HARD,"Array, Hash Table",https://leetcode.com/problems/first-missing-positive,21.2,0.4108465766394882
Sum of Subarray Ranges,MEDIUM,"Array, Stack, Monotonic Stack",https://leetcode.com/problems/sum-of-subarray-ranges,21.2,0.6013128650832208
