question,difficulty,topics,link,frequency,acceptance
Repeated DNA Sequences,MEDIUM,"Hash Table, String, Bit Manipulation, Sliding Window, Rolling Hash, Hash Function",https://leetcode.com/problems/repeated-dna-sequences,57.6,0.5132022978148232
LRU Cache,MEDIUM,"Hash Table, Linked List, Design, Doubly-Linked List",https://leetcode.com/problems/lru-cache,56.3,0.4521455096576118
Binary Tree Level Order Traversal,MEDIUM,"Tree, Breadth-First Search, Binary Tree",https://leetcode.com/problems/binary-tree-level-order-traversal,56.3,0.7059658947038693
Can I Win,MEDIUM,"Math, Dynamic Programming, Bit Manipulation, Memoization, Game Theory, Bitmask",https://leetcode.com/problems/can-i-win,56.3,0.3037797068528723
Longest Palindromic Subsequence,MEDIUM,"String, Dynamic Programming",https://leetcode.com/problems/longest-palindromic-subsequence,56.3,0.6409934421654807
Permutations II,MEDIUM,"Array, Backtracking, Sorting",https://leetcode.com/problems/permutations-ii,54.9,0.615917727605333
Merge Two Sorted Lists,EASY,"Linked List, Recursion",https://leetcode.com/problems/merge-two-sorted-lists,54.9,0.6684089226593315
Flatten Nested List Iterator,MEDIUM,"Stack, Tree, Depth-First Search, Design, Queue, Iterator",https://leetcode.com/problems/flatten-nested-list-iterator,54.9,0.6522839525510098
Shortest Word Distance III,MEDIUM,"Array, String",https://leetcode.com/problems/shortest-word-distance-iii,54.9,0.5910015691072046
Permutations,MEDIUM,"Array, Backtracking",https://leetcode.com/problems/permutations,54.9,0.8066011364163758
Palindromic Substrings,MEDIUM,"Two Pointers, String, Dynamic Programming",https://leetcode.com/problems/palindromic-substrings,53.4,0.7167859571435372
Sparse Matrix Multiplication,MEDIUM,"Array, Hash Table, Matrix",https://leetcode.com/problems/sparse-matrix-multiplication,53.4,0.6892226639833767
Find K Pairs with Smallest Sums,MEDIUM,"Array, Heap (Priority Queue)",https://leetcode.com/problems/find-k-pairs-with-smallest-sums,53.4,0.4069636992721836
Two Sum,EASY,"Array, Hash Table",https://leetcode.com/problems/two-sum,53.4,0.5577699379132833
Binary Tree Zigzag Level Order Traversal,MEDIUM,"Tree, Breadth-First Search, Binary Tree",https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,53.4,0.6168283891746636
Merge k Sorted Lists,HARD,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort",https://leetcode.com/problems/merge-k-sorted-lists,53.4,0.5677420052593406
Product of Array Except Self,MEDIUM,"Array, Prefix Sum",https://leetcode.com/problems/product-of-array-except-self,51.8,0.6777995199303269
Text Justification,HARD,"Array, String, Simulation",https://leetcode.com/problems/text-justification,51.8,0.4814993566410409
Find K Closest Elements,MEDIUM,"Array, Two Pointers, Binary Search, Sliding Window, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/find-k-closest-elements,50.0,0.486686656754684
Sum of Square Numbers,MEDIUM,"Math, Two Pointers, Binary Search",https://leetcode.com/problems/sum-of-square-numbers,50.0,0.3650554406304044
Time to Cross a Bridge,HARD,"Array, Heap (Priority Queue), Simulation",https://leetcode.com/problems/time-to-cross-a-bridge,50.0,0.4351351351351351
Maximize Total Tastiness of Purchased Fruits,MEDIUM,"Array, Dynamic Programming",https://leetcode.com/problems/maximize-total-tastiness-of-purchased-fruits,50.0,0.6449090909090909
Find Largest Value in Each Tree Row,MEDIUM,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/find-largest-value-in-each-tree-row,50.0,0.6627273661494193
Maximum Number of Non-overlapping Palindrome Substrings,HARD,"Two Pointers, String, Dynamic Programming, Greedy",https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings,50.0,0.4156976135101724
Insert Interval,MEDIUM,Array,https://leetcode.com/problems/insert-interval,50.0,0.4347364546603863
Minimum Deletions to Make Array Divisible,HARD,"Array, Math, Sorting, Heap (Priority Queue), Number Theory",https://leetcode.com/problems/minimum-deletions-to-make-array-divisible,50.0,0.5767212443071686
Insert Delete GetRandom O(1) - Duplicates allowed,HARD,"Array, Hash Table, Math, Design, Randomized",https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed,50.0,0.3577149824563679
Two Sum III - Data structure design,EASY,"Array, Hash Table, Two Pointers, Design, Data Stream",https://leetcode.com/problems/two-sum-iii-data-structure-design,50.0,0.3868837868274785
Create Binary Tree From Descriptions,MEDIUM,"Array, Hash Table, Tree, Binary Tree",https://leetcode.com/problems/create-binary-tree-from-descriptions,50.0,0.8164001540301169
Binary Search Tree Iterator,MEDIUM,"Stack, Tree, Design, Binary Search Tree, Binary Tree, Iterator",https://leetcode.com/problems/binary-search-tree-iterator,50.0,0.7486926503064439
Max Area of Island,MEDIUM,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",https://leetcode.com/problems/max-area-of-island,48.0,0.7316416136206765
Edit Distance,MEDIUM,"String, Dynamic Programming",https://leetcode.com/problems/edit-distance,45.8,0.5878976197609908
Rotate List,MEDIUM,"Linked List, Two Pointers",https://leetcode.com/problems/rotate-list,45.8,0.3994476663735721
Graph Valid Tree,MEDIUM,"Depth-First Search, Breadth-First Search, Union Find, Graph",https://leetcode.com/problems/graph-valid-tree,45.8,0.4933560205084969
Valid Triangle Number,MEDIUM,"Array, Two Pointers, Binary Search, Greedy, Sorting",https://leetcode.com/problems/valid-triangle-number,45.8,0.5234449388412803
Number of Connected Components in an Undirected Graph,MEDIUM,"Depth-First Search, Breadth-First Search, Union Find, Graph",https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,43.4,0.6420086435906586
Min Stack,MEDIUM,"Stack, Design",https://leetcode.com/problems/min-stack,43.4,0.564450954127768
Shuffle an Array,MEDIUM,"Array, Math, Design, Randomized",https://leetcode.com/problems/shuffle-an-array,40.5,0.5904289804092742
Word Ladder II,HARD,"Hash Table, String, Backtracking, Breadth-First Search",https://leetcode.com/problems/word-ladder-ii,40.5,0.2715261075845391
