question,difficulty,topics,link,frequency,acceptance
Special Array II,MEDIUM,"Array, Binary Search, Prefix Sum",https://leetcode.com/problems/special-array-ii,100.0,0.4569399542424335
Special Array I,EASY,Array,https://leetcode.com/problems/special-array-i,100.0,0.8175404452013137
