question,difficulty,topics,link,frequency,acceptance
Reformat Date,EASY,String,https://leetcode.com/problems/reformat-date,100.0,0.6733924354457822
First Missing Positive,HARD,"Array, Hash Table",https://leetcode.com/problems/first-missing-positive,100.0,0.4108829322561949
