question,difficulty,topics,link,frequency,acceptance
Minimum Recolors to Get K Consecutive Black Blocks,EASY,"String, Sliding Window",https://leetcode.com/problems/minimum-recolors-to-get-k-consecutive-black-blocks,100.0,0.6842699682132298
Minimum Cost Homecoming of a Robot in a Grid,MEDIUM,"Array, Greedy",https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid,91.0,0.5116237402015678
Longest Palindrome,EASY,"Hash Table, String, Greedy",https://leetcode.com/problems/longest-palindrome,84.5,0.555674153298964
