question,difficulty,topics,link,frequency,acceptance
Find Peak Element,MEDIUM,"Array, Binary Search",https://leetcode.com/problems/find-peak-element,51.6,0.465092325586426
Maximal Rectangle,HARD,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack",https://leetcode.com/problems/maximal-rectangle,51.6,0.5370849969586674
Lowest Common Ancestor of a Binary Tree,MEDIUM,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,51.6,0.6675500351250214
Word Break,MEDIUM,"Array, Hash Table, String, Dynamic Programming, Trie, Memoization",https://leetcode.com/problems/word-break,51.6,0.4827378020649074
Amount of Time for Binary Tree to Be Infected,MEDIUM,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected,51.6,0.6373515517663223
Copy List with Random Pointer,MEDIUM,"Hash Table, Linked List",https://leetcode.com/problems/copy-list-with-random-pointer,51.6,0.6053673680169267
Predict the Winner,MEDIUM,"Array, Math, Dynamic Programming, Recursion, Game Theory",https://leetcode.com/problems/predict-the-winner,51.6,0.5574273878146738
01 Matrix,MEDIUM,"Array, Dynamic Programming, Breadth-First Search, Matrix",https://leetcode.com/problems/01-matrix,51.6,0.514765516483987
3Sum,MEDIUM,"Array, Two Pointers, Sorting",https://leetcode.com/problems/3sum,51.6,0.3707096702917142
Unique Paths II,MEDIUM,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/unique-paths-ii,41.7,0.4315424243087263
Surrounded Regions,MEDIUM,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",https://leetcode.com/problems/surrounded-regions,41.7,0.4288647280844804
Best Time to Buy and Sell Stock,EASY,"Array, Dynamic Programming",https://leetcode.com/problems/best-time-to-buy-and-sell-stock,41.7,0.5525962294861477
Populating Next Right Pointers in Each Node,MEDIUM,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/populating-next-right-pointers-in-each-node,41.7,0.654415150988742
Majority Element,EASY,"Array, Hash Table, Divide and Conquer, Sorting, Counting",https://leetcode.com/problems/majority-element,41.7,0.657403169331404
Same Tree,EASY,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/same-tree,41.7,0.6512687632792382
Longest Consecutive Sequence,MEDIUM,"Array, Hash Table, Union Find",https://leetcode.com/problems/longest-consecutive-sequence,41.7,0.4704085799928127
Jump Game II,MEDIUM,"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/jump-game-ii,41.7,0.4150333256039337
Longest String Chain,MEDIUM,"Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting",https://leetcode.com/problems/longest-string-chain,41.7,0.6201512673699018
All Nodes Distance K in Binary Tree,MEDIUM,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,41.7,0.6644212959298368
Filling Bookcase Shelves,MEDIUM,"Array, Dynamic Programming",https://leetcode.com/problems/filling-bookcase-shelves,41.7,0.68655511990517
Path Sum II,MEDIUM,"Backtracking, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/path-sum-ii,41.7,0.6049784432085769
Longest Repeating Character Replacement,MEDIUM,"Hash Table, String, Sliding Window",https://leetcode.com/problems/longest-repeating-character-replacement,41.7,0.5721164473504917
Daily Temperatures,MEDIUM,"Array, Stack, Monotonic Stack",https://leetcode.com/problems/daily-temperatures,41.7,0.6736502832589849
Rotate Array,MEDIUM,"Array, Math, Two Pointers",https://leetcode.com/problems/rotate-array,41.7,0.4302139583343225
Minimum Number of Refueling Stops,HARD,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/minimum-number-of-refueling-stops,41.7,0.405574587771098
Car Pooling,MEDIUM,"Array, Sorting, Heap (Priority Queue), Simulation, Prefix Sum",https://leetcode.com/problems/car-pooling,41.7,0.560495041492097
Maximum Sum Circular Subarray,MEDIUM,"Array, Divide and Conquer, Dynamic Programming, Queue, Monotonic Queue",https://leetcode.com/problems/maximum-sum-circular-subarray,41.7,0.4766973516813795
Minimum Area Rectangle,MEDIUM,"Array, Hash Table, Math, Geometry, Sorting",https://leetcode.com/problems/minimum-area-rectangle,41.7,0.5500425559774781
Sliding Window Median,HARD,"Array, Hash Table, Sliding Window, Heap (Priority Queue)",https://leetcode.com/problems/sliding-window-median,41.7,0.3869197901499727
Minimum Number of Arrows to Burst Balloons,MEDIUM,"Array, Greedy, Sorting",https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,41.7,0.6039233260349853
Minimum Cost For Tickets,MEDIUM,"Array, Dynamic Programming",https://leetcode.com/problems/minimum-cost-for-tickets,41.7,0.6741371575291961
Path Sum III,MEDIUM,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/path-sum-iii,41.7,0.460913846032227
Last Stone Weight,EASY,"Array, Heap (Priority Queue)",https://leetcode.com/problems/last-stone-weight,41.7,0.6592869343167317
Patching Array,HARD,"Array, Greedy",https://leetcode.com/problems/patching-array,41.7,0.5350511688984009
Course Schedule III,HARD,"Array, Greedy, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/course-schedule-iii,41.7,0.4067244024219053
Minimum Number of Taps to Open to Water a Garden,HARD,"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden,41.7,0.5071699895141073
Sliding Window Maximum,HARD,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue",https://leetcode.com/problems/sliding-window-maximum,41.7,0.47604137491635
Maximum Running Time of N Computers,HARD,"Array, Binary Search, Greedy, Sorting",https://leetcode.com/problems/maximum-running-time-of-n-computers,41.7,0.4984652362617595
Crawler Log Folder,EASY,"Array, String, Stack",https://leetcode.com/problems/crawler-log-folder,41.7,0.7160418239109896
Furthest Building You Can Reach,MEDIUM,"Array, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/furthest-building-you-can-reach,41.7,0.5037126005703128
Kth Largest Element in an Array,MEDIUM,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect",https://leetcode.com/problems/kth-largest-element-in-an-array,41.7,0.6797703525274048
Binary Tree Right Side View,MEDIUM,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/binary-tree-right-side-view,41.7,0.6704260063500933
Put Marbles in Bags,HARD,"Array, Greedy, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/put-marbles-in-bags,41.7,0.72440073755378
